Gene	C_L_HS37	C_L_HS38	H_L_HS46	C_M_HS61	C_M_HS62	H_L_HS64	H_L_HS65	H_M_HS66	H_M_HS67	C_M_HS87	C_L_HS90	H_M_HS93
LOC116504537	816	68	81	64	64	179	109	61	108	12	64	44
MCM3AP	898	435	240	231	77	294	192	227	189	79	309	197
GPT	1246	167	487	78	238	338	262	153	151	67	183	91
LOC116514874	120	41	60	26	10	32	18	30	74	21	33	62
NISCH	1475	677	820	517	88	626	378	445	201	138	528	520
TLCD3A	3293	1015	596	482	951	924	1311	1116	734	1105	542	1361
NLGN1	0	0	0	0	0	0	0	0	0	0	0	0
DUSP14	0	0	3	0	0	3	3	0	4	0	0	1
LAMA5	1289	139	424	96	60	306	188	275	272	0	197	286
LAMA4	150	36	163	67	31	172	103	159	60	25	106	113
LAMA3	113	0	65	47	11	3	32	16	13	0	18	2
LAMA2	6	0	24	0	0	6	12	0	0	0	3	6
LAMA1	0	0	0	0	0	0	0	0	0	0	0	0
LOC116519752	428	113	97	174	61	135	160	140	306	92	64	190
LOC116509995	991	673	551	978	194	3187	1450	1110	128	470	1157	465
EIF4EBP2	8967	4238	2478	2948	1017	3253	1302	1979	1261	1096	2135	2148
TBC1D21	10	3	0	0	0	0	0	0	0	0	0	0
LOC116515477	0	0	0	0	0	0	0	0	0	0	0	0
DUSP16	3450	1064	1416	670	338	1861	1512	725	888	394	934	571
LOC116505489	0	0	0	0	0	0	0	0	0	0	0	0
LOC116503390	336	89	83	178	42	256	331	184	158	47	62	162
LOC116505955	0	0	0	5	0	0	0	0	0	0	0	0
LOC116505285	3	0	0	0	0	0	0	0	0	0	0	0
LOC116515479	0	0	0	0	0	0	0	0	0	0	0	0
LOC116505956	32	2	7	0	10	4	6	8	0	7	0	0
LOC116505482	41	14	17	9	8	21	13	7	0	0	5	2
IRS2	175	31	37	47	18	44	45	37	72	20	30	67
LOC116505480	512	133	195	110	43	242	48	119	55	66	64	55
LOC116513615	0	0	0	0	0	0	0	1	0	1	1	1
LOC116513614	0	0	0	0	0	0	0	0	0	0	0	0
LOC116509220	303	93	61	40	12	68	42	99	25	32	49	84
ITSN2	816	355	479	272	62	458	221	378	171	67	254	406
LOC116513610	2	0	0	0	0	0	0	0	1	0	0	0
LOC116513613	0	0	0	0	0	0	0	0	0	0	0	0
ITSN1	923	358	340	365	95	401	188	323	143	88	221	255
LOC116509991	364	103	67	77	51	123	104	64	0	46	76	70
LOC116502580	46	14	10	11	0	100	15	10	21	0	2	9
PABPC1L	62	40	5	15	2	17	5	0	0	0	11	10
LOC116520118	0	0	0	0	0	0	0	0	0	0	0	0
SLC4A8	0	0	0	0	0	0	0	0	0	0	0	0
SLC4A9	0	0	0	0	0	0	0	0	0	0	0	0
LOC116521327	0	0	0	0	0	0	0	0	0	0	0	0
LOC116509102	0	0	0	0	0	0	0	0	0	0	0	0
LOC116509993	428	15	116	21	60	148	125	45	177	12	63	21
LOC116509101	10	3	1	2	2	0	1	3	1	0	5	2
SLC4A1	771	1117	151	37	167	536	226	140	265	88	168	209
SLC4A2	1257	98	139	118	48	172	134	67	145	20	66	21
SLC4A3	110	34	23	23	2	27	32	19	5	20	14	90
SLC4A4	163	40	61	75	6	61	34	77	13	0	69	80
SLC4A5	0	0	0	0	0	0	0	0	0	0	0	0
AKT1S1	1532	736	626	625	240	606	612	445	575	336	424	426
SLC4A7	54	15	19	8	3	34	2	0	0	0	13	0
TRIM36	38	38	57	19	7	44	14	34	25	4	18	19
NAP1L4	415	154	236	134	50	202	72	156	83	91	104	83
TRNAA-UGC-7	0	0	0	0	0	0	0	0	0	0	0	0
LOC116514701	0	0	10	0	0	0	0	0	0	0	0	0
NAP1L1	2140	951	1003	1168	278	1298	777	697	482	705	1044	548
TRIM33	366	124	101	97	24	136	51	111	49	39	78	68
LOC116514704	162	37	59	35	26	52	35	46	76	36	51	41
TRNAA-UGC-2	0	0	0	0	0	0	0	0	0	0	0	0
ADORA2B	25	3	19	4	0	15	14	3	9	1	2	16
ADORA2A	31	4	7	0	6	6	9	0	19	0	7	4
TMEM179B	1468	254	137	178	95	281	269	105	414	37	167	133
TRNAA-UGC-9	0	0	0	0	0	0	0	0	0	0	0	0
TRNAA-UGC-8	0	0	0	0	0	0	0	0	0	0	0	0
LOC116522997	0	0	4	0	0	0	1	0	0	0	0	0
ALKBH4	30	7	14	11	2	25	11	22	0	8	9	22
CSRP2	185	62	38	33	13	44	58	59	18	91	27	58
CSRP3	0	0	0	0	0	0	0	0	0	0	0	2
MED19	69	33	184	26	0	44	59	49	18	0	21	31
CSRP1	2161	774	1191	664	269	998	646	737	804	298	498	486
MED17	1231	379	200	296	109	390	233	199	412	135	255	285
MED16	88	7	43	24	29	21	30	34	15	7	16	28
MED15	3964	773	707	418	319	673	585	291	915	203	508	304
MED14	1290	524	371	493	105	395	347	321	275	135	419	467
MED13	2251	635	815	603	231	798	484	760	754	192	531	706
JHY	15	3	4	4	0	5	9	0	27	0	8	0
MED10	382	121	121	107	38	164	53	31	30	65	67	59
BHLHE40	454	78	245	73	98	351	200	242	299	77	37	71
LOC116506878	0	0	0	0	0	0	0	0	0	0	0	0
SPDYC	0	0	0	0	0	0	0	0	0	0	0	0
SPDYA	5	0	0	0	0	0	4	0	0	0	0	2
KCTD4	0	0	0	0	0	0	0	0	0	0	0	0
KCTD5	1064	432	285	314	141	361	299	245	132	273	179	277
ENKUR	3	0	0	4	0	4	0	3	0	0	0	0
LOC116506294	432	113	204	145	0	121	110	199	259	65	231	176
KCTD1	28	10	21	17	7	17	6	10	0	17	4	9
KCTD2	636	324	201	276	83	399	121	270	46	251	215	212
KCTD3	354	161	107	85	42	103	87	88	52	4	86	83
LOC116507695	0	0	0	0	0	0	0	0	0	0	0	0
ITIH6	0	0	0	0	0	0	0	0	0	0	0	0
LOC116503309	388	94	115	164	40	132	158	106	211	79	124	115
HSPB11	54	9	14	13	0	18	2	5	0	0	5	9
SMIM22	6	3	28	4	3	44	21	6	19	0	0	11
MED8	663	225	124	115	66	223	153	86	195	74	145	92
MED7	44	21	9	15	4	9	11	12	0	0	11	11
MED6	149	72	31	46	18	55	36	54	62	17	37	44
LOC116503301	69	50	55	39	9	403	68	46	67	9	62	28
LOC116503306	317	85	358	122	47	227	168	116	436	65	109	193
LOC116503307	1455	601	574	523	153	704	350	589	222	185	503	450
SMIM29	1463	460	461	350	99	478	342	242	568	209	243	352
GPR39	65	25	23	22	5	20	13	33	25	55	34	20
ST3GAL4	1487	676	1573	1391	347	1034	816	1513	1764	321	481	1057
LOC116523995	0	0	0	0	0	0	0	0	0	0	0	0
LOC116510854	0	0	0	1	0	1	0	1	0	0	1	0
PSMF1	2946	603	552	659	246	570	764	455	757	302	450	363
TRNAP-UGG	0	0	0	0	0	0	0	0	0	0	0	0
LOC116516352	24	0	0	4	0	20	7	8	0	0	4	8
SUPT7L	70	37	30	18	24	28	25	32	33	34	32	35
MACC1	437	139	63	175	33	101	55	130	16	67	128	96
KCNK17	0	0	0	0	0	0	0	18	0	0	0	0
GCM1	0	0	0	0	0	0	0	0	0	0	0	0
PDZRN3	44	14	32	5	10	23	14	17	32	10	6	15
CEPT1	171	93	88	28	20	91	39	43	3	35	42	61
KCTD10	2277	384	434	350	168	366	327	248	468	179	218	202
LRRC43	9	0	1	0	0	0	5	4	0	0	0	0
CNGA4	0	0	0	0	0	0	0	0	0	0	0	0
CNGA3	0	0	0	0	0	0	0	0	0	0	0	0
FITM1	25	15	19	3	6	51	15	9	17	0	7	0
EEF2KMT	85	30	25	31	18	45	9	23	0	0	18	14
TC2N	6	5	25	0	0	18	9	7	12	0	4	2
LOC116510855	0	0	0	1	0	1	0	1	0	0	1	0
COLQ	14	8	4	7	2	22	7	11	0	0	5	7
PHKA1	1035	96	127	48	40	153	99	59	217	0	79	45
GPI	10228	3597	2955	4465	1316	4272	4356	3316	3750	1889	2942	3445
LOC116505938	0	0	65	0	11	93	0	0	0	0	69	0
TMEM254	161	53	41	48	18	53	22	21	7	83	33	60
CALCR	0	0	0	0	0	2	0	0	0	0	0	0
DNAL1	65	56	30	16	5	18	9	19	60	3	7	6
FAM117B	193	41	51	23	13	51	35	48	132	0	38	37
FAM117A	28	39	10	13	5	24	2	10	0	0	10	16
CASD1	311	79	70	44	7	95	23	80	0	0	39	41
DNAL4	74	119	91	57	15	106	39	49	20	12	38	46
LOC116521686	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D10B	284	49	26	37	10	59	30	25	67	8	33	34
TBC1D10C	148	28	24	28	10	66	34	15	50	0	11	22
LOC116517752	26	7	5	0	0	0	8	0	0	0	0	8
TBC1D10A	660	212	310	127	57	247	252	175	391	48	98	131
VWDE	4	0	0	4	0	0	3	0	0	0	0	0
CDX4	0	0	0	0	0	0	0	0	0	0	0	0
PAAF1	269	37	42	31	18	50	43	25	14	0	24	26
LOC116511618	3	0	0	0	0	0	0	0	0	0	0	0
CDX1	0	0	0	0	0	0	0	0	0	0	0	0
CDX2	0	0	0	0	0	0	0	0	0	0	0	0
LOC116511613	0	0	0	0	0	0	0	0	0	0	0	0
LOC116511612	97	63	36	108	3	30	37	25	11	9	53	14
LOC116516301	11	20	6	2	0	16	3	0	0	0	2	1
LOC116511610	192	16	29	10	7	20	16	11	31	16	7	10
FAM168A	536	54	87	68	42	48	35	36	91	47	34	45
LOC116511967	220	42	91	43	20	50	86	38	283	32	23	38
LOC116511966	331	69	177	42	29	116	94	62	383	50	32	82
HHIP	0	0	19	0	0	0	0	0	11	0	0	0
MEGF6	0	0	0	0	0	0	0	0	0	0	0	0
ACBD6	113	22	66	32	5	39	35	21	5	6	24	25
VANGL2	195	16	44	21	8	41	18	19	27	4	20	22
FRRS1	57	21	9	27	4	18	19	23	3	0	9	7
LOC116523996	1	1	0	1	0	1	0	0	0	0	1	0
MEGF9	3	0	15	0	0	8	11	0	49	0	0	3
MEGF8	5389	576	475	436	256	559	378	335	758	156	364	497
CCDC81	8	4	9	1	3	5	7	4	0	0	0	2
LOC116506176	0	0	0	0	0	0	0	0	0	0	0	0
LOC116506174	0	0	0	0	0	0	0	0	0	0	0	0
LOC116506175	26	0	6	0	3	0	0	0	0	0	0	0
LOC116506172	0	0	0	0	0	0	0	0	0	0	0	0
LOC116506173	0	0	0	0	0	0	0	0	0	0	0	0
LOC116506170	0	0	0	0	0	0	0	0	0	0	0	0
LOC116506171	0	0	0	0	0	0	0	0	0	0	0	0
SIRT4	156	43	29	16	21	54	20	20	26	22	26	19
SIRT5	497	219	149	174	62	204	142	94	93	36	106	128
SIRT6	502	82	42	46	32	102	71	35	90	16	32	28
TBK1	356	147	160	107	26	152	62	162	16	3	121	84
SIRT1	492	174	591	143	32	172	127	213	134	90	105	162
SIRT2	3442	912	685	844	406	633	504	474	734	389	474	560
SIRT3	1218	504	121	476	198	231	218	275	87	185	266	328
AOPEP	15	10	19	14	0	26	12	19	13	0	14	16
LOC116505651	0	0	0	0	0	0	0	0	0	0	0	0
ASL	412	191	136	163	55	84	141	145	128	0	101	264
FTH1	26690	4772	6263	6851	2011	4477	5406	4209	4027	3430	5119	6444
DDX1	833	332	361	297	97	248	218	199	180	98	426	237
DTNBP1	1193	375	247	278	109	378	265	211	298	124	201	212
DDX5	910	294	722	143	107	360	321	172	475	163	217	362
DDX4	4	2	0	0	0	4	0	4	0	0	3	0
LOC116506812	0	0	0	0	0	0	0	0	0	0	0	0
DDX6	1961	812	990	606	214	1046	692	697	1243	209	460	906
LOC116509818	2	0	1	1	0	0	0	0	1	2	0	0
CD34	65	38	120	16	9	50	17	45	23	38	22	6
CD37	362	150	131	78	42	227	141	169	70	85	56	141
ARPC5L	353	41	56	22	23	51	59	30	84	3	22	21
LOC116509810	0	0	0	0	0	0	0	0	0	0	0	0
LOC116509811	0	0	0	0	0	0	0	0	0	0	0	0
LOC116509812	0	0	0	0	0	0	0	0	0	0	0	0
LOC116509813	2	0	0	0	0	0	0	0	0	0	2	0
LOC116509814	0	0	0	0	0	0	0	0	0	0	0	0
CD38	0	0	0	0	0	0	0	0	0	0	0	0
OTUD7B	798	329	256	190	88	297	120	135	145	9	137	179
WDR61	418	105	208	98	44	183	149	110	269	23	77	98
WIF1	0	0	0	0	0	0	0	0	0	0	0	0
COPB2	1105	352	466	336	122	390	244	286	156	145	449	332
COPB1	1109	508	742	474	198	529	454	408	476	356	553	587
IFT172	228	58	71	60	20	35	56	20	58	4	29	59
LOC116523463	4748	840	482	877	581	848	1572	990	1359	437	1148	1043
PASD1	0	0	0	0	0	0	0	0	0	0	0	0
LOC116523464	284	43	67	51	18	74	42	64	153	0	44	69
LOC116523467	1069	197	518	320	121	252	237	148	425	118	280	214
LOC116518115	63	62	22	4	7	33	15	11	21	0	26	17
AGR3	0	0	0	0	0	0	0	0	0	0	0	0
AGR2	0	0	42	0	0	0	14	0	0	0	0	0
EVA1C	3	0	6	0	0	0	0	0	4	0	0	0
EVA1B	432	78	91	63	40	142	107	75	211	42	24	64
EVA1A	324	185	132	136	23	79	61	101	57	141	89	45
CNOT11	433	120	101	97	69	173	105	93	129	43	81	112
RIMS4	0	0	0	0	0	0	0	4	0	0	0	0
CMC4	47	20	8	5	7	11	14	9	0	8	14	6
LOC116503450	217	29	61	32	3	159	30	26	54	4	10	5
ABCC3	201	84	207	75	19	165	131	157	120	0	68	123
ABCC2	17198	4152	2304	4361	1211	4999	2480	2251	1914	2408	2463	2156
LOC116503451	35	10	2	3	4	17	0	7	0	0	4	4
APOBEC4	0	0	1	0	0	0	1	0	4	0	0	0
LOC116506797	1	0	0	0	0	0	1	0	0	0	0	0
LOC116506794	316	105	210	88	20	171	63	224	76	24	71	159
ABCC4	66	18	10	11	4	15	3	8	0	0	6	0
LOC116518724	0	0	0	0	0	0	4	0	0	0	0	0
LOC116509380	6	0	0	0	0	0	0	0	0	0	0	2
ABCC9	108	60	56	19	0	29	37	17	10	0	8	24
LOC116506799	0	0	0	0	0	0	0	0	0	0	0	0
LOC116512076	301	32	35	18	22	22	14	9	9	0	6	6
AGRN	3637	314	758	437	211	597	353	494	1052	260	519	339
LOC116503457	0	0	0	0	0	0	0	0	0	0	0	1
RAD23B	6131	1964	2089	2133	730	2448	1513	1568	1328	1267	1247	1590
AGRP	0	0	0	0	0	0	0	0	0	0	0	0
SLC18A2	14	16	4	0	0	14	0	4	0	2	0	4
LOC116523302	0	0	0	0	0	0	0	0	0	0	0	0
LOC116521457	0	0	0	0	0	0	0	0	0	0	0	0
WDR63	0	0	0	0	0	0	0	0	0	0	0	0
LOC116511489	39	12	7	19	0	7	3	0	49	0	12	28
CD3E	374	72	73	148	106	195	168	142	97	83	102	97
LOC116523992	0	0	0	0	0	0	0	0	0	0	0	0
LOC116523209	333	52	19	29	21	37	91	72	53	54	4	23
LOC116523205	142	31	11	25	14	19	48	64	26	35	3	20
LOC116523204	27	0	25	10	0	17	7	6	0	0	3	3
LOC116509919	0	0	0	0	0	0	0	0	0	0	0	0
ENOPH1	347	101	100	115	0	119	83	61	0	39	68	69
LOC116507555	0	0	0	0	0	0	0	0	0	0	0	0
FOXJ2	2758	293	399	200	158	449	250	149	629	91	148	122
LOC116523090	0	0	0	2	0	0	0	0	0	0	0	0
SLC18A3	2	0	5	0	0	3	1	0	0	0	0	0
SYCN	29	1	2	1	25	9	4	3	4	5	9	2
LOC116507773	0	0	0	0	0	0	0	0	0	0	0	0
LOC116512700	0	0	0	0	0	0	0	41	0	0	0	0
LOC116512701	12	0	5	15	0	8	3	0	0	0	0	0
LOC116515932	17867	4916	4267	5111	1693	6337	6568	3862	9074	2932	4313	3881
IVD	1324	371	208	335	116	359	219	337	127	124	383	209
LOC116512706	6	0	0	0	1	15	0	0	0	0	4	2
LOC116512707	60	0	7	19	0	0	0	0	0	0	0	19
LOC116524095	20745	6127	5399	14567	2561	6239	7222	17083	5770	5154	3295	5637
LOC116524094	0	2	0	0	0	2	5	0	0	0	0	0
LOC116524097	0	0	0	0	0	0	0	0	0	0	0	0
LOC116524096	5	0	2	3	0	4	3	0	0	0	0	1
LOC116524091	0	0	0	0	0	0	0	0	0	0	0	0
TEAD1	55	4	30	3	0	12	16	10	19	0	19	19
LOC116510708	0	0	0	0	0	0	0	0	0	0	0	0
TEAD3	523	230	258	171	41	225	150	204	154	49	129	150
TCIM	49	21	68	47	7	40	57	136	42	9	21	23
BSN	99	0	3	0	0	2	0	0	0	0	4	0
LOC116510704	1	0	0	0	0	0	0	0	0	0	0	0
LOC116510702	5357	1028	921	949	336	1241	1198	709	660	488	887	968
LOC116510703	65	22	19	7	0	22	7	0	0	0	9	4
LOC116510701	2	1	6	2	1	1	0	3	1	0	0	3
CFAP65	0	0	0	0	0	0	0	3	0	4	0	0
TMED9	931	314	288	322	99	304	198	171	271	240	235	276
VSTM2A	0	0	0	0	0	0	0	0	0	0	0	0
FTCD	2583	1287	740	1302	405	866	889	1257	576	786	924	1080
LOC116504059	1072	1272	578	9	15	748	740	0	21	17	355	0
LOC116504058	20	33	16	0	6	19	17	9	0	0	11	12
LOC116504057	408	121	109	70	21	110	83	72	45	6	69	80
LOC116504056	82	7	13	5	4	18	13	7	17	0	3	7
TMED2	1390	169	206	255	103	163	265	147	426	157	155	237
KTN1	6697	2366	2485	2252	968	2572	1649	1967	1667	1332	2505	2266
CFAP69	8	4	6	5	0	0	2	0	0	0	2	3
TMED5	397	184	265	174	68	207	107	125	92	83	128	182
TMED6	113	10	15	0	6	33	13	10	0	0	17	19
SLC25A22	281	143	542	255	37	107	122	335	134	44	269	529
AICDA	0	0	0	0	0	0	0	0	0	0	0	0
ANO6	3	0	0	0	0	0	0	0	0	0	0	0
LOC116505901	7	0	0	3	0	0	0	0	0	0	5	0
CZH7orf31	0	0	0	0	0	0	0	0	0	0	0	0
LOC116518584	17	0	13	0	0	0	0	0	0	0	0	0
MYH9	5771	2758	5312	3819	858	2692	1864	3852	3035	1310	3299	3202
C1GALT1	8	11	19	15	4	8	10	16	0	0	11	0
LTA4H	1717	631	737	748	200	507	516	657	489	436	795	521
CEP85L	80	29	62	21	8	108	18	31	4	0	6	32
LOC116523245	0	0	0	0	0	0	0	0	0	0	0	0
LOC116523551	585	130	110	113	41	101	185	55	145	25	40	96
LOC116508687	0	0	0	0	0	0	0	0	0	0	0	0
ABCB7	1617	514	377	447	136	388	287	283	357	211	276	308
CACNB4	12	3	0	12	0	5	0	4	0	0	0	4
LOC116508681	9	5	0	7	0	3	5	19	6	0	0	3
HMGA1	128	85	65	61	26	80	25	45	16	0	60	30
RARRES2	6880	616	539	695	280	828	720	336	1619	257	320	352
LOC116522198	50	6	10	25	9	17	5	4	4	5	6	7
LOC116508689	0	6	0	0	0	0	0	0	0	0	3	0
ARPC4	1691	442	395	273	142	490	289	248	442	166	228	282
ARPC5	1815	624	506	363	150	748	390	343	211	192	358	274
PHRF1	790	271	250	246	59	343	178	261	124	121	255	217
LOC116515931	19	0	0	5	0	5	0	4	0	0	0	3
LOC116510561	595	343	142	368	142	236	268	534	113	157	422	310
ARPC2	1120	591	544	515	208	727	617	442	586	287	468	463
ARPC3	975	423	430	350	133	627	524	383	406	104	334	372
SPG11	3702	957	758	625	261	839	593	476	774	346	677	544
LOC116505727	1	0	0	0	0	0	0	0	0	0	0	0
LOC116518583	191	0	77	0	0	99	4	50	7	0	0	2
LOC116521540	0	0	0	0	0	0	0	0	0	0	0	0
LOC116502802	21	4	9	0	0	7	11	4	0	0	0	13
LOC116505817	0	0	1	1	0	0	5	0	0	0	0	0
CENPF	5	0	2	0	0	3	0	0	0	11	0	0
ZNF512B	54	8	19	3	0	4	4	18	0	0	0	3
STAM	109	40	39	28	4	61	9	30	0	0	22	42
PHEX	10	0	7	0	0	0	0	9	6	0	0	0
C2H6orf136	179	53	65	56	30	96	61	53	16	18	54	61
WHRN	32	0	0	0	0	4	12	0	0	0	0	4
GON4L	1070	110	183	136	74	167	122	107	182	52	74	90
NLRC4	97	56	5	58	15	20	3	23	0	6	23	4
ANKRD37	0	0	0	0	0	0	0	0	0	0	0	0
LOC116515288	746	388	634	497	69	287	243	401	697	211	1184	390
LOC116515289	6	0	0	0	0	0	0	0	0	0	0	0
LOC116510811	0	0	0	0	0	0	0	0	2	0	2	0
LOC116523913	1	1	0	1	0	1	0	0	1	0	0	0
DTX1	40	5	16	10	6	28	9	8	11	0	0	5
LOC116515285	1241	640	856	1089	480	753	710	1119	509	796	2258	840
DTX3	294	52	80	47	13	57	60	18	23	7	31	28
DTX2	348	95	86	85	27	98	58	49	32	18	81	55
LOC116515280	2619	1451	1466	2950	979	1923	1487	2093	2512	1465	4611	1863
LOC116515281	11634	3340	5986	6144	2540	5023	4142	5205	10255	3162	10803	7051
LOC116515282	17092	6429	11507	11292	3854	10510	7779	12188	3845	5848	25587	9945
LOC116515283	5102	1990	2817	2135	551	1404	1590	3458	2571	1428	7132	2796
DIDO1	919	330	326	276	80	387	161	296	347	121	207	218
WDR89	91	30	44	35	17	79	22	71	38	0	38	50
LOC116515878	257	119	142	95	33	146	80	99	104	52	106	107
LOC116506876	0	0	0	0	0	0	0	0	0	0	0	0
WDR83	178	58	40	16	23	43	39	36	0	0	41	36
WDR82	342	139	173	104	31	198	108	119	113	51	138	137
WDR81	1014	81	143	71	74	95	66	57	105	15	60	29
LOC116516412	0	0	0	0	0	0	0	0	0	0	0	0
GRIN3A	0	0	0	0	0	0	0	0	0	0	0	0
GRIN3B	0	0	0	0	0	0	0	0	0	0	0	0
LOC116509856	0	0	0	0	0	0	0	0	0	0	0	0
LOC116521763	0	0	0	0	0	0	0	0	0	0	0	0
RPS18	21002	842	1374	1050	1054	1675	1450	936	3555	655	626	607
ODR4	95	62	55	81	17	57	44	48	34	0	54	47
RPS15	10800	2392	1980	2284	1051	2667	2833	1854	3492	1290	1757	1552
RPS14	7901	1622	1646	1717	841	2577	2125	1410	2234	899	1278	1361
HMGXB4	110	41	44	38	9	54	24	42	23	0	47	28
RPS16	4774	1450	1234	1619	535	1737	1552	1189	1465	846	1019	1226
KY	0	0	5	0	0	0	0	2	0	0	0	0
PIKFYVE	257	132	117	108	10	177	64	114	103	16	85	143
GPBP1L1	1284	608	485	465	142	755	423	542	482	182	380	427
HMGXB3	160	251	188	143	50	415	90	116	122	45	108	117
RPS13	7626	3187	3000	4074	1018	4310	3415	2573	2725	1714	2845	2641
LOC116504233	25636	8990	3716	7495	2234	5352	5067	8021	7437	4530	5243	8947
LOC116504943	0	0	0	0	0	0	0	0	0	0	0	0
LOC116523893	9	3	7	16	0	4	4	5	7	0	8	0
LOC116504945	185	202	175	173	49	156	108	221	107	118	127	173
LOC116504236	167	59	45	24	17	73	41	42	32	9	26	33
LOC116504947	86	44	41	49	31	51	51	45	67	46	47	64
C5H1orf87	0	0	0	0	0	0	0	0	0	0	0	0
RPS10	13281	3226	2880	3217	1350	4102	4583	2615	4579	2273	1848	2592
LOC116504239	252	50	99	46	13	84	51	47	164	33	38	41
LOC116504238	5	2	5	6	2	2	2	7	0	0	7	3
CCNYL1	1047	397	258	231	93	372	258	227	217	92	192	244
KCNAB1	0	0	0	0	0	0	0	0	0	0	0	0
KCNAB2	5	0	0	0	0	5	0	0	0	0	0	0
KCNAB3	0	0	0	0	0	0	0	0	0	0	0	0
ARL8A	465	154	133	152	51	135	151	134	42	71	120	170
ARL8B	442	178	149	100	45	193	80	112	92	121	133	95
PLD1	213	70	101	70	10	93	51	116	113	0	29	67
CPXM2	89	31	71	12	5	81	88	64	0	26	9	25
PLD3	1602	184	180	90	79	203	146	108	337	86	166	81
PLD5	0	0	0	0	0	0	0	0	0	0	0	0
PLD6	14	6	0	0	0	4	0	0	0	0	0	0
RNASEH1	233	98	86	67	44	97	73	69	53	60	81	88
LOC116515600	0	0	42	19	0	0	2	46	0	0	14	0
VAC14	777	124	135	95	58	139	136	68	290	38	134	88
TMEM154	0	0	0	0	0	5	0	0	0	0	0	0
WHAMM	186	50	58	41	10	48	45	43	79	2	20	38
PHYH	2846	640	1344	1405	338	1317	756	1093	885	557	578	1048
PGM3	485	93	102	61	41	153	113	89	106	0	134	81
LOC116505542	6	0	0	0	0	6	0	0	0	0	0	3
LOC116508023	32	15	10	18	0	44	13	30	0	0	27	7
ENGASE	296	59	80	68	6	40	25	15	45	38	50	35
LOC116519180	1426	525	770	403	122	1099	644	679	673	159	124	760
LOC116505011	39	27	13	11	5	12	8	27	3	7	4	9
LOC116505012	0	0	0	0	0	0	0	0	0	0	0	0
LOC116508025	0	0	0	0	0	0	0	0	0	0	0	0
KIAA0586	38	13	6	13	0	14	0	5	0	0	19	21
LOC116505548	895	386	189	379	127	400	334	465	82	301	236	334
LOC116505549	4	0	4	0	0	0	0	2	0	2	0	0
LOC116505019	0	0	0	0	0	0	0	0	0	0	0	0
LOC116521358	0	0	0	0	0	0	0	0	0	0	0	0
LOC116522492	0	0	0	0	0	0	0	0	0	0	0	0
LOC116522490	0	0	0	0	0	0	0	0	0	0	0	0
LOC116504235	236	103	98	128	24	173	87	107	78	47	52	78
LOC116522495	0	0	0	0	0	0	0	0	0	0	0	0
LOC116520581	0	0	3	4	0	2	0	0	5	0	0	0
APOBR	60	7	8	13	4	31	5	9	0	0	8	9
CRLS1	652	304	188	155	70	206	139	122	161	86	108	152
LOC116522499	135	30	77	22	2	50	14	52	48	7	17	34
LOC116504946	84	176	157	136	39	82	84	152	87	25	66	206
ITM2A	12305	4557	2739	3290	1268	4580	3610	3207	2807	2044	2089	3960
ITM2B	950	387	278	307	123	373	272	359	198	151	245	373
LOC116505634	40	0	5	4	0	0	0	0	10	0	0	33
CLCN2	1197	341	307	201	108	267	242	148	470	106	241	222
LOC116523941	0	0	0	0	0	2	0	0	0	0	0	0
MTURN	39	15	5	6	0	9	10	11	16	0	3	7
LOC116521354	0	0	0	0	0	0	0	0	0	0	0	0
SDHAF4	90	0	21	12	9	15	8	10	0	14	8	11
ARIH2	750	381	182	206	51	194	166	141	244	78	255	219
SIPA1	72	14	23	0	5	23	9	15	127	0	2	15
LOC116505636	0	0	0	0	0	251	0	0	0	0	0	0
SDHAF3	99	32	28	12	0	27	26	28	0	13	21	16
UBOX5	1810	427	387	324	183	407	312	148	396	93	341	123
LOC116521356	0	0	0	0	0	0	0	0	0	0	0	0
KARS1	3464	1228	987	804	508	1382	906	781	1225	543	897	1106
TACC1	155	52	156	67	19	251	113	93	70	8	33	59
LOC116521351	0	0	0	0	0	0	0	0	0	0	0	0
LOC116507877	391	130	223	142	40	223	206	120	179	16	96	204
EDC3	667	114	114	81	36	128	89	39	137	6	64	56
IWS1	2649	1148	465	775	347	975	557	570	286	154	726	677
DRC7	0	0	0	0	0	0	0	0	0	0	0	0
LOC116505631	0	0	19	0	0	0	0	17	0	0	18	63
MED4	321	70	76	51	22	90	60	48	116	40	62	65
LOC116521546	0	1	1	1	0	0	0	0	1	0	0	0
LOC116516136	0	0	0	0	0	0	0	0	0	0	0	0
LOC116505632	6622	1318	535	511	262	838	200	583	669	176	368	823
LOC116513428	87	23	15	16	10	24	13	13	0	0	13	7
LOC116513424	0	0	0	0	0	0	0	0	0	0	0	0
LOC116521352	0	0	0	0	0	0	0	0	0	0	0	0
HDGFL2	1449	152	188	160	89	209	189	78	324	19	66	88
LOC116518934	899	589	31	448	230	36	462	504	688	213	43	534
LOC116522677	0	0	0	0	0	0	0	0	0	0	0	0
LOC116522675	13	3	25	2	2	11	10	3	9	3	2	13
LOC116522674	31	16	17	16	9	33	17	9	0	0	10	10
LOC116522673	199	61	58	92	25	112	122	49	73	43	22	68
KCNJ15	9	3	9	2	0	8	1	8	0	8	1	6
LOC116509853	0	0	0	0	0	0	0	0	0	0	0	0
UBXN2B	42	5	22	14	2	8	3	11	0	0	6	18
LOC116518936	3	0	0	0	0	0	0	0	0	0	0	0
