INFO,scaffold,start,end,mid,sites,pi_MAH,pi_MER,pi_PVM,pi_SUM,pi_STO,pi_CHR,pi_RON,pi_ROC,pi_ELF,pi_NAM,pi_MAR,pi_PAP,dxy_MAH_MER,dxy_MAH_PVM,dxy_MAH_SUM,dxy_MAH_STO,dxy_MAH_CHR,dxy_MAH_RON,dxy_MAH_ROC,dxy_MAH_ELF,dxy_MAH_NAM,dxy_MAH_MAR,dxy_MAH_PAP,dxy_MER_PVM,dxy_MER_SUM,dxy_MER_STO,dxy_MER_CHR,dxy_MER_RON,dxy_MER_ROC,dxy_MER_ELF,dxy_MER_NAM,dxy_MER_MAR,dxy_MER_PAP,dxy_PVM_SUM,dxy_PVM_STO,dxy_PVM_CHR,dxy_PVM_RON,dxy_PVM_ROC,dxy_PVM_ELF,dxy_PVM_NAM,dxy_PVM_MAR,dxy_PVM_PAP,dxy_SUM_STO,dxy_SUM_CHR,dxy_SUM_RON,dxy_SUM_ROC,dxy_SUM_ELF,dxy_SUM_NAM,dxy_SUM_MAR,dxy_SUM_PAP,dxy_STO_CHR,dxy_STO_RON,dxy_STO_ROC,dxy_STO_ELF,dxy_STO_NAM,dxy_STO_MAR,dxy_STO_PAP,dxy_CHR_RON,dxy_CHR_ROC,dxy_CHR_ELF,dxy_CHR_NAM,dxy_CHR_MAR,dxy_CHR_PAP,dxy_RON_ROC,dxy_RON_ELF,dxy_RON_NAM,dxy_RON_MAR,dxy_RON_PAP,dxy_ROC_ELF,dxy_ROC_NAM,dxy_ROC_MAR,dxy_ROC_PAP,dxy_ELF_NAM,dxy_ELF_MAR,dxy_ELF_PAP,dxy_NAM_MAR,dxy_NAM_PAP,dxy_MAR_PAP,Fst_MAH_MER,Fst_MAH_PVM,Fst_MAH_SUM,Fst_MAH_STO,Fst_MAH_CHR,Fst_MAH_RON,Fst_MAH_ROC,Fst_MAH_ELF,Fst_MAH_NAM,Fst_MAH_MAR,Fst_MAH_PAP,Fst_MER_PVM,Fst_MER_SUM,Fst_MER_STO,Fst_MER_CHR,Fst_MER_RON,Fst_MER_ROC,Fst_MER_ELF,Fst_MER_NAM,Fst_MER_MAR,Fst_MER_PAP,Fst_PVM_SUM,Fst_PVM_STO,Fst_PVM_CHR,Fst_PVM_RON,Fst_PVM_ROC,Fst_PVM_ELF,Fst_PVM_NAM,Fst_PVM_MAR,Fst_PVM_PAP,Fst_SUM_STO,Fst_SUM_CHR,Fst_SUM_RON,Fst_SUM_ROC,Fst_SUM_ELF,Fst_SUM_NAM,Fst_SUM_MAR,Fst_SUM_PAP,Fst_STO_CHR,Fst_STO_RON,Fst_STO_ROC,Fst_STO_ELF,Fst_STO_NAM,Fst_STO_MAR,Fst_STO_PAP,Fst_CHR_RON,Fst_CHR_ROC,Fst_CHR_ELF,Fst_CHR_NAM,Fst_CHR_MAR,Fst_CHR_PAP,Fst_RON_ROC,Fst_RON_ELF,Fst_RON_NAM,Fst_RON_MAR,Fst_RON_PAP,Fst_ROC_ELF,Fst_ROC_NAM,Fst_ROC_MAR,Fst_ROC_PAP,Fst_ELF_NAM,Fst_ELF_MAR,Fst_ELF_PAP,Fst_NAM_MAR,Fst_NAM_PAP,Fst_MAR_PAP,Category_I,Category_2
LOC116512145,NC_045541.1,83042404,83042404,83042404,1,0.4127,0.4396,0.5333,0.4091,0.2637,0.4789,0.5294,0.2941,0.2899,0.5333,0.2061,0.4708,0.4048,0.4556,0.3889,0.3413,0.4333,0.5,0.3519,0.3519,0.4556,0.3283,0.4316,0.4571,0.3929,0.3469,0.4357,0.5,0.3571,0.3571,0.4571,0.3344,0.4341,0.45,0.4286,0.47,0.5,0.4333,0.4333,0.48,0.4227,0.4692,0.3214,0.425,0.5,0.3333,0.3333,0.45,0.3068,0.4231,0.3929,0.5,0.2619,0.2619,0.4286,0.224,0.3901,0.5,0.4,0.4,0.47,0.3841,0.4538,0.5,0.5,0.5,0.5,0.5,0.2778,0.4333,0.2424,0.3974,0.4333,0.2424,0.3974,0.4227,0.4692,0.3811,-0.014,0.0117,-0.019,0.0727,0.0072,0.0606,-0.0319,0.027,0.0058,-0.0028,-0.0204,-0.0321,-0.0137,0.1469,-0.0261,0.0158,0.0061,0.0723,-0.0411,0.0815,-0.034,0.061,0.2247,-0.0346,-0.029,0.0515,0.1295,-0.0556,0.1272,-0.0093,-0.0451,0.0383,0.1202,-0.1426,-0.0786,0.0544,-0.2023,0.0054,0.2048,0.2986,3e-04,-0.0158,0.2079,-0.0753,0.0857,-0.0043,0.0406,0.1273,-0.0393,0.1382,-0.0192,0.125,0.2179,-0.0293,0.2339,0.023,-0.0225,0.0266,0.0056,-0.051,0.1145,-0.0559,0.0279,0.1025,-0.0122,-0.0306,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83042438,83042438,83042438,1,0.3528,0.4848,0.4286,0.366,0.325,0.4091,0.5333,0.2684,0.3692,0.25,0.2319,0.4421,0.4062,0.3594,0.3438,0.3242,0.3594,0.4438,0.3031,0.3486,0.2891,0.2921,0.3875,0.4167,0.4074,0.3958,0.4167,0.4667,0.3833,0.4103,0.375,0.3768,0.4333,0.3611,0.3438,0.375,0.45,0.325,0.3654,0.3125,0.3152,0.4,0.3264,0.3611,0.4444,0.3056,0.3504,0.2917,0.2947,0.3889,0.3438,0.4375,0.2812,0.3317,0.2656,0.269,0.375,0.45,0.325,0.3654,0.3125,0.3152,0.4,0.43,0.4462,0.425,0.4261,0.46,0.3115,0.2375,0.2413,0.36,0.2981,0.301,0.3923,0.2228,0.35,0.3522,0.0232,-0.0129,-0.0249,-0.0099,-0.0165,0.0159,-0.0502,-0.0191,-0.0292,-0.039,-0.0361,-0.0436,0.0398,0.0844,-0.0212,-0.0562,7e-04,0.0209,0.0463,0.0563,-0.0136,-0.0155,0.0115,-0.0528,-0.0538,-0.0468,-0.0175,-0.019,0.0027,-0.0403,-0.0266,-0.018,0.0441,-0.1009,-0.023,-0.073,-0.0968,-0.019,0.0076,0.0853,-0.083,-0.0094,-0.0769,-0.0865,-0.0042,-0.0295,-0.0664,-0.0201,-0.0374,-0.0168,-0.0409,-0.0473,0.018,0.0114,0.0173,-0.0041,-0.0675,-0.0313,-0.0061,-0.1146,-0.0401,-0.0561,-0.0305,-0.0201,-0.0608,-0.1053,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83042446,83042446,83042446,1,0.3369,0.4091,0.25,0.366,0.325,0.303,0.4286,0.2092,0.3913,0.25,0.2061,0.4092,0.3529,0.2794,0.3366,0.3162,0.3039,0.3529,0.2712,0.3529,0.2794,0.2727,0.3643,0.3125,0.3611,0.3438,0.3333,0.375,0.3056,0.375,0.3125,0.3068,0.3846,0.2917,0.2656,0.25,0.3125,0.2083,0.3125,0.2188,0.2102,0.3269,0.3264,0.3148,0.3611,0.284,0.3611,0.2917,0.2854,0.3718,0.2917,0.3438,0.2569,0.3438,0.2656,0.2585,0.3558,0.3333,0.2407,0.3333,0.25,0.2424,0.3462,0.3056,0.375,0.3125,0.3068,0.3846,0.3056,0.2083,0.1995,0.3205,0.3125,0.3068,0.3846,0.2102,0.3269,0.3217,-0.0032,-0.032,-0.03,-0.0152,-0.0237,-0.031,-0.0497,-0.0254,-0.0262,-0.0295,-0.0224,-0.0177,-0.0109,0.0225,-0.0073,-0.0641,0.0016,-0.0228,0.0035,0.0377,-0.0274,-0.0816,-0.0832,-0.0631,-0.1224,-0.0453,-0.0549,-0.0714,-0.0167,-0.0472,-0.0266,-0.0581,-0.0304,-0.1337,-0.0199,-0.073,-0.1097,-0.0128,-0.0497,-0.0155,-0.1342,-0.0058,-0.0769,-0.1062,0.0049,-0.0762,-0.0618,-0.0414,-0.0548,-0.0222,-0.0357,-0.1371,-0.032,-0.0989,-0.0592,-0.0307,-0.0911,-0.053,-0.016,-0.0788,-0.0458,-0.0702,-0.0197,-0.0212,-0.0377,-0.0572,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83044081,83044081,83044081,1,0.5079,0.5275,0.5333,0.5211,0.5294,0.5263,0.5294,0.5238,0.5238,0.5357,0.5115,0.5159,0.5079,0.5111,0.5056,0.5,0.5,0.5,0.5,0.5,0.4861,0.5028,0.504,0.4857,0.4929,0.5,0.5,0.5,0.5,0.5,0.5179,0.4964,0.4949,0.49,0.5,0.5,0.5,0.5,0.5,0.525,0.495,0.4929,0.5,0.5,0.5,0.5,0.5,0.5125,0.4975,0.4964,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5062,0.5089,0.4982,-0.0035,-0.0019,-0.0109,-0.0218,-0.0109,-0.0112,-0.0106,-0.0181,-0.0197,-0.0068,-0.0086,-0.0447,-0.028,-0.029,-0.0261,-0.0281,-0.0245,-0.023,-0.0143,-0.0149,-0.0204,-0.0291,-0.0274,-0.0266,-0.029,-0.0246,-0.0214,-0.0099,-0.0144,-0.0204,-0.0255,-0.0212,-0.0213,-0.0211,-0.0224,-0.0096,-0.0192,-0.0222,-0.0294,-0.0294,-0.0293,-0.0266,-0.0262,-0.0226,-0.0236,-0.0278,-0.025,-0.0238,-0.0271,-0.0136,-0.0168,-0.0263,-0.0238,-0.029,-0.0138,-0.0169,-0.0238,-0.0254,-0.0134,-0.0166,-0.0209,-0.0192,-0.0204,-0.0087,-0.009,-0.0157,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83037665,83037665,83037665,1,0.121,0.2,0,0.4848,0.4,0.125,0,0.1732,0.1732,0,0.2234,0.4248,0.15,0.0625,0.3542,0.2812,0.1172,0.0625,0.142,0.142,0.0625,0.1719,0.3056,0.1,0.3667,0.3,0.15,0.1,0.1727,0.1727,0.1,0.2,0.3222,0.3333,0.25,0.0625,0,0.0909,0.0909,0,0.125,0.2778,0.4167,0.3542,0.3333,0.3636,0.3636,0.3333,0.375,0.4259,0.2812,0.25,0.2955,0.2955,0.25,0.3125,0.3889,0.0625,0.142,0.142,0.0625,0.1719,0.3056,0.0909,0.0909,0,0.125,0.2778,0.1653,0.0909,0.1932,0.3182,0.0909,0.1932,0.3182,0.125,0.2778,0.3333,0.0129,-0.0335,-0.1987,-0.1074,-0.0182,0.0605,0.0452,-0.0439,0.0433,0.0554,-0.0925,0.0667,-0.1712,-0.1177,-0.0555,0.3,-0.0467,-0.0147,0.2462,-0.0164,-0.1039,-0.1354,-0.0946,0.0833,NA,0.1346,-0.0886,NA,0.0287,-0.0719,-0.0469,-0.298,-0.019,-0.3398,-0.0819,-0.0101,-0.218,-0.0436,-0.2106,0.0206,-0.2362,-0.0289,0.0161,-0.1328,-0.0303,0.2763,-0.0058,-0.0826,0.2188,-0.0183,-0.1858,0.3077,0.0176,NA,0.117,0.0302,-0.0238,0.2414,-0.0292,-0.2221,0.0127,0.0291,-0.0161,0.0838,0.0231,-0.1387,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83044096,83044096,83044096,1,0.3556,0.5333,0.3556,0.125,0.4396,0.366,0,0.4789,0.5053,0.25,0.4885,0.3692,0.4444,0.3333,0.2569,0.381,0.3457,0.2222,0.4167,0.4444,0.2917,0.4421,0.3504,0.44,0.4125,0.4571,0.4444,0.4,0.47,0.48,0.425,0.4792,0.4462,0.2375,0.3714,0.3333,0.2,0.41,0.44,0.275,0.4375,0.3385,0.3125,0.2569,0.0625,0.3688,0.4125,0.1719,0.4089,0.2644,0.381,0.2857,0.4357,0.4571,0.3393,0.4554,0.3846,0.2222,0.4167,0.4444,0.2917,0.4421,0.3504,0.35,0.4,0.125,0.3958,0.2308,0.47,0.3875,0.4688,0.4192,0.425,0.4792,0.4462,0.4219,0.2981,0.4439,0.0229,-0.0222,0.1463,-0.0574,-0.0161,-0.0311,0.0358,-0.0276,-0.0214,0.0441,-0.0192,-0.0388,0.374,0.0129,-0.0275,0.195,-0.0409,-0.0277,0.0524,-0.0184,0.0357,0.2561,-0.0918,-0.0381,0.2035,-0.0136,-0.0549,-0.0131,-0.0038,-0.0334,0.0269,0.2833,-0.4423,0.3814,0.1671,0.0852,0.2653,0.1111,-0.0868,-0.3209,0.0013,-0.0073,-0.1063,0.017,-0.0455,0.1469,-0.0064,-0.0638,0.0018,-4e-04,-0.0252,0.2181,-0.0636,-0.1,0.1007,-0.1092,-0.0369,0.0594,-0.0142,0.043,-0.0278,-0.0217,-0.0077,0.0299,-0.0415,0.0506,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83052644,83052644,83052644,1,0.121,0.2637,0,0.2684,0.2941,0,0,0.1,0.1594,0,0.1935,0.1984,0.1875,0.0625,0.1938,0.2083,0.0625,0.0625,0.1062,0.1354,0.0625,0.1546,0.1562,0.1429,0.25,0.2619,0.1429,0.1429,0.1786,0.2024,0.1429,0.218,0.2194,0.15,0.1667,0,0,0.05,0.0833,0,0.1053,0.1071,0.2667,0.15,0.15,0.185,0.2083,0.15,0.2237,0.225,0.1667,0.1667,0.2,0.2222,0.1667,0.2368,0.2381,0,0.05,0.0833,0,0.1053,0.1071,0.05,0.0833,0,0.1053,0.1071,0.125,0.05,0.1447,0.1464,0.0833,0.1711,0.1726,0.1053,0.1071,0.1898,0.1082,-0.1392,-0.0666,-0.0858,-0.2006,-0.2279,-0.0459,-0.0316,0.0948,0.0113,-0.0205,0.035,-0.0351,-0.0589,0.1023,0.0462,0.0127,0.0792,0.3914,0.0143,0.0234,-0.2356,-0.2644,NA,NA,-0.0312,-0.2086,NA,-0.0849,-0.1536,-0.0291,-0.3479,-0.3824,-0.2092,-0.0293,0.0935,-0.056,-0.0374,-0.3917,-0.4284,-0.2444,-0.04,0.0921,-0.0734,-0.0487,NA,0.0048,-0.3072,NA,-0.114,-0.2217,-0.045,-0.3391,NA,-0.1393,-0.2508,-0.1092,0.2882,-0.0673,-0.114,0.091,0.0027,-0.0112,0.1055,0.0984,-0.0172,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83052649,83052649,83052649,1,0.1141,0.2637,0,0.2684,0.2941,0.1,0,0.1732,0.1594,0,0.2149,0.254,0.1849,0.0588,0.1912,0.2059,0.1029,0.0588,0.139,0.1324,0.0588,0.1639,0.1849,0.1429,0.25,0.2619,0.1786,0.1429,0.2078,0.2024,0.1429,0.2279,0.2449,0.15,0.1667,0.05,0,0.0909,0.0833,0,0.119,0.1429,0.2667,0.185,0.15,0.2136,0.2083,0.15,0.2333,0.25,0.2,0.1667,0.2273,0.2222,0.1667,0.246,0.2619,0.05,0.1318,0.125,0.05,0.1571,0.1786,0.0909,0.0833,0,0.119,0.1429,0.1591,0.0909,0.1883,0.2078,0.0833,0.1825,0.2024,0.119,0.1429,0.2279,0.109,-0.1242,-0.0824,-0.104,-0.0377,-0.2033,0.0508,-0.0388,0.0977,0.0295,-0.0241,0.035,-0.0351,-0.0589,-0.0099,0.0462,-0.0256,0.0792,0.3914,-0.0013,-0.0192,-0.2356,-0.2644,0,NA,0.0159,-0.2086,NA,-0.0608,-0.1401,-0.0291,-0.2259,-0.3824,-0.1303,-0.0293,0.0935,-0.0487,-0.0252,-0.263,-0.4284,-0.1627,-0.04,0.0921,-0.067,-0.034,0,-0.0179,-0.1173,0.3125,-0.0656,-0.1446,0.0226,-0.3391,NA,-0.1001,-0.2293,-0.0038,0.2972,-0.0352,-0.0847,0.091,0.0216,0.0035,0.1102,0.1012,-0.0287,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83044306,83044306,83044306,1,0.4746,0.5333,0.5556,0.5211,0.366,0.4789,0.5294,0.4583,0.3913,0.4667,0.2738,0.4762,0.4722,0.5,0.4861,0.4228,0.4583,0.5,0.4479,0.4306,0.4444,0.4053,0.4603,0.5,0.49,0.4444,0.47,0.5,0.4625,0.45,0.46,0.4318,0.4714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4722,0.485,0.5,0.4812,0.475,0.48,0.4659,0.4857,0.4167,0.5,0.3958,0.3611,0.3889,0.3106,0.4206,0.5,0.4438,0.425,0.44,0.3977,0.4571,0.5,0.5,0.5,0.5,0.5,0.4062,0.425,0.3722,0.4464,0.4,0.3295,0.4286,0.3636,0.4429,0.4026,-0.0169,0.0046,-0.0213,0.0322,-0.0172,0.0125,-0.0199,0.012,-0.0209,0.0146,-0.0163,-0.0413,-0.0302,0.0584,-0.0435,-0.0296,-0.0355,0.0257,-0.0493,0.0408,-0.0172,-0.0214,0.1293,-0.016,-0.039,0.0073,0.0831,-0.0036,0.1226,0.0084,0.0378,-0.037,-0.0213,-0.0314,0.0125,-0.0311,-0.0183,-0.0186,0.0651,0.1473,0.0241,-0.0205,0.0145,-0.0637,0.0189,-0.0043,-0.0241,0.0325,-0.0317,0.0802,-0.0206,0.0176,0.1037,0.0071,0.1622,0.0163,0.0013,-0.0411,0.0231,-0.0259,-0.0053,-0.0511,0,0.0178,-0.0269,-0.017,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83044349,83044349,83044349,1,0.121,0,0,0.1895,0.2092,0.1,0,0.1732,0.1594,0,0.2244,0.2123,0.0625,0.0625,0.15,0.1597,0.1062,0.0625,0.142,0.1354,0.0625,0.1719,0.1635,0,0.1,0.1111,0.05,0,0.0909,0.0833,0,0.125,0.1154,0.1,0.1111,0.05,0,0.0909,0.0833,0,0.125,0.1154,0.1889,0.14,0.1,0.1727,0.1667,0.1,0.2,0.1923,0.15,0.1111,0.1818,0.1759,0.1111,0.2083,0.2009,0.05,0.1318,0.125,0.05,0.1625,0.1538,0.0909,0.0833,0,0.125,0.1154,0.1591,0.0909,0.1932,0.1853,0.0833,0.1875,0.1795,0.125,0.1154,0.2115,-0.0849,-0.1392,-0.0538,-0.0714,-0.0491,-0.2279,0.0452,-0.0316,-0.0083,0.03,-0.0311,NA,-0.1934,-0.2247,0.1176,NA,0.1252,-0.1466,NA,-0.0179,-0.1146,-0.2615,-0.2968,0,NA,0.0159,-0.2086,NA,-0.0688,-0.1733,-0.0294,-0.1743,-0.4231,-0.0485,-0.0286,-0.0691,0.0064,-0.017,-0.2129,-0.4788,-0.0793,-0.037,-0.087,-0.0069,-0.0228,0,-0.0179,-0.1173,0.1875,-0.0747,-0.1471,0.0226,-0.3391,NA,-0.1132,-0.283,-0.0038,0.1855,-0.0418,-0.0625,-0.0428,0.0231,-0.0141,0.033,-0.0242,-0.0101,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83044359,83044359,83044359,1,0.121,0,0,0.2092,0.125,0,0,0.1732,0,0,0.2391,0.1984,0.0625,0.0625,0.1597,0.1172,0.0625,0.0625,0.142,0.0625,0.0625,0.1792,0.1562,0,0.1111,0.0625,0,0,0.0909,0,0,0.1333,0.1071,0.1111,0.0625,0,0,0.0909,0,0,0.1333,0.1071,0.1597,0.1111,0.1111,0.1818,0.1111,0.1111,0.2148,0.1944,0.0625,0.0625,0.142,0.0625,0.0625,0.1792,0.1562,0,0.0909,0,0,0.1333,0.1071,0.0909,0,0,0.1333,0.1071,0.0909,0.0909,0.2,0.1786,0,0.1333,0.1071,0.1333,0.1071,0.2119,-0.1353,-0.1392,-0.0763,-0.026,-0.2006,-0.2279,0.0452,0.1621,0.0948,-0.0132,-0.0205,NA,-0.3173,-0.4097,NA,NA,0.0724,NA,NA,-0.1286,-0.1503,-0.3032,-0.386,NA,NA,0.0159,NA,NA,-0.1331,-0.1536,-0.0121,-0.4533,-0.4906,-0.0806,0.0119,0.0801,-0.0083,-0.0276,-0.5801,-0.6217,0.0744,-0.0697,0.0679,0.0539,0.0299,NA,0.0691,NA,NA,-0.1918,-0.2217,0.0226,NA,NA,-0.2189,-0.2508,0.5233,0.2972,-0.0729,-0.0459,NA,0.1685,0.1583,0.0962,0.0984,-0.0156,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83068063,83068063,83068063,1,0.4657,0.4945,0.5333,0.4421,0.4583,0.5053,0.366,0.3117,0.3913,0,0.3369,0.5079,0.4554,0.5312,0.5625,0.4414,0.4688,0.5868,0.4006,0.4219,0.3438,0.4081,0.5223,0.5286,0.5571,0.4464,0.4714,0.5794,0.4091,0.4286,0.3571,0.416,0.5204,0.46,0.5375,0.52,0.4444,0.5636,0.55,0.6,0.5588,0.4857,0.575,0.54,0.3889,0.6273,0.6,0.7,0.6176,0.4714,0.4625,0.6042,0.3807,0.4062,0.3125,0.3897,0.5268,0.5556,0.4364,0.45,0.4,0.4412,0.5143,0.6768,0.6389,0.7778,0.6634,0.4603,0.3409,0.1818,0.3128,0.5455,0.25,0.3529,0.5357,0.2059,0.5714,0.542,-0.0146,0.0394,0.1065,-0.0187,-0.0035,0.1272,-0.0491,8e-04,0.0892,0.0037,0.0341,0.0143,0.1102,-0.0122,-0.0292,0.1521,0.0076,0.0299,0.3732,0.0517,0.0129,0.0101,0.0755,6e-04,-0.0059,0.1411,0.1277,0.5404,0.1515,-0.0211,0.1221,0.0981,-0.0659,0.1886,0.1804,0.2737,0.2041,0.0045,0.0089,0.1408,-0.1259,-0.0347,0.0379,-0.0529,0.0506,0.1226,0.0341,0.0575,0.3191,0.0844,0.0065,0.3379,0.2452,0.5471,0.3017,-0.0297,-0.0664,0.2552,-0.0294,0.0631,0.0564,-0.0254,0.0949,0.0683,0.1673,0.1148,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83069308,83069308,83069308,1,0.4866,0.4945,0.5556,0.5385,0.4248,0.5229,0.366,0.3117,0.3913,0.5,0.3222,0.5181,0.4664,0.5,0.5,0.4477,0.4869,0.5654,0.4251,0.4412,0.4412,0.4281,0.4902,0.5,0.5,0.4365,0.4841,0.5794,0.4091,0.4286,0.4286,0.4127,0.4881,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4753,0.6235,0.3586,0.3889,0.3889,0.3642,0.4815,0.5309,0.4646,0.4722,0.4722,0.466,0.4954,0.6768,0.6389,0.6389,0.6698,0.5231,0.3409,0.3409,0.3056,0.4735,0.375,0.3472,0.4792,0.3472,0.4792,0.4745,-0.0193,-0.0011,-0.0284,0.0063,-0.0076,0.0925,-0.0332,0.016,-0.0223,0.0233,-0.0167,-0.025,-0.0437,0.0116,-0.0265,0.1521,0.0076,0.0299,-0.0562,0.0572,-0.0265,-0.0367,0.0675,-0.0347,0.0413,0.0705,0.0831,0.0042,0.1086,-0.0188,0.0026,-0.0398,-0.0707,-0.0942,-4e-04,-0.0175,-0.0258,-0.0307,0.0519,0.1985,-0.1007,-0.0283,-0.0533,-0.0469,0.018,0.0825,0.043,0.0717,-0.0154,0.1027,-0.023,0.3379,0.2452,0.0769,0.3161,0.0164,-0.0664,-0.1705,-0.0222,-0.0384,-0.0503,-0.029,0.0246,-0.061,-0.0146,0.023,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83069366,83069366,83069366,1,0.0667,0,0,0.2333,0.1429,0.2092,0.1667,0,0.0909,0,0.1862,0.1,0.0333,0.0333,0.15,0.1,0.137,0.1111,0.0333,0.0758,0.0333,0.1267,0.08,0,0.125,0.0714,0.1111,0.0833,0,0.0455,0,0.1,0.05,0.125,0.0714,0.1111,0.0833,0,0.0455,0,0.1,0.05,0.1786,0.2083,0.1875,0.125,0.1591,0.125,0.2,0.1625,0.1667,0.1429,0.0714,0.1104,0.0714,0.1571,0.1143,0.1759,0.1111,0.1465,0.1111,0.1889,0.15,0.0833,0.1212,0.0833,0.1667,0.125,0.0455,0,0.1,0.05,0.0455,0.1364,0.0909,0.1,0.05,0.14,-0.1667,-0.1667,-0.1521,-0.1396,0.1784,0.0624,-0.2681,-0.0375,0.0325,9e-04,-0.0571,NA,-0.3753,-0.496,0.0443,-0.125,NA,-0.2681,NA,-0.1419,-0.32,-0.3542,-0.4622,-0.0136,-0.1786,NA,-0.258,NA,-0.1449,-0.3026,-0.0143,-0.0626,-0.0985,-0.5818,-0.0701,-0.0262,-0.0499,-0.0404,0.0886,-0.0054,-0.7607,-0.0711,-0.0653,0.0152,-0.0523,-0.0151,0.0276,0.1633,0.2451,-0.0037,0.1605,-0.2,0.0574,0.2,-0.0321,0.0552,-0.4207,NA,-0.2309,-0.5,0.0048,0.0283,-0.0281,0.0411,-0.0154,0.0388,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83073356,83073356,83073356,1,0,0,0,0,0,0,0,0,0,0,0.2722,0,0,0,0,0,0,0,0,0,0,0.1562,0,0,0,0,0,0,0,0,0,0.1562,0,0,0,0,0,0,0,0,0.1562,0,0,0,0,0,0,0,0.1562,0,0,0,0,0,0,0.1562,0,0,0,0,0,0.1562,0,0,0,0,0.1562,0,0,0,0.1562,0,0,0.1562,0,0.1562,0,0.1562,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0429,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1003,NA,NA,NA,NA,NA,NA,NA,NA,-0.1084,NA,NA,NA,NA,NA,NA,NA,0.173,NA,NA,NA,NA,NA,NA,0.1896,NA,NA,NA,NA,NA,-0.1945,NA,NA,NA,NA,-0.1787,NA,NA,NA,-0.2096,NA,NA,0.1413,NA,0.0556,NA,0.0983,random,transcriptome_FastEvolving
LOC116512145,NC_045541.1,83073529,83073529,83073529,1,0.4598,0.4945,0.5333,0.4706,0.4583,0.5053,0.366,0.3117,0.3913,1,0.3492,0.4923,0.4524,0.5333,0.5556,0.4375,0.4667,0.5926,0.3939,0.4167,0.5,0.4048,0.5385,0.5286,0.5476,0.4464,0.4714,0.5794,0.4091,0.4286,0.5,0.4184,0.533,0.4667,0.5375,0.52,0.4444,0.5636,0.55,0.5,0.5571,0.4769,0.5625,0.5333,0.4074,0.6061,0.5833,0.5,0.5952,0.4615,0.4625,0.6042,0.3807,0.4062,0.5,0.3929,0.5433,0.5556,0.4364,0.45,0.5,0.4429,0.5231,0.6768,0.6389,0.5,0.6587,0.4359,0.3409,0.5,0.3182,0.5734,0.5,0.3571,0.5577,0.5,0.5,0.5659,-0.0125,0.0474,0.0835,-0.0219,7e-04,0.1372,-0.0577,-0.0052,-0.157,0.005,0.0611,0.0143,0.0759,-0.0122,-0.0292,0.1521,0.0076,0.0299,-0.4556,0.0571,0.0368,-0.0071,0.0755,6e-04,-0.0059,0.1411,0.1277,-0.4857,0.1613,-0.018,0.0982,0.0641,-0.0818,0.1307,0.1436,-0.1668,0.1678,-0.0177,0.0089,0.1408,-0.1259,-0.0347,-0.1713,-0.0389,0.0699,0.1226,0.0341,0.0575,-0.3639,0.0903,0.0291,0.3379,0.2452,-0.5697,0.2981,-0.0479,-0.0664,-0.6113,-0.042,0.0993,-0.191,-0.0202,0.1199,-0.2008,-0.153,0.149,random,transcriptome_FastEvolving
