INFO,scaffold,start,end,mid,sites,pi_Meadow,pi_Lake,dxy_Meadow_Lake,Fst_Meadow_Lake,Category_I,Category_2
PIK3CD,NC_045555.1,6017489,6017489,6017489,1,0.0386,0,0.0196,0.0085,hypoxia,
PIK3CD,NC_045555.1,6017510,6017510,6017510,1,0.0383,0.0548,0.0464,-0.0026,hypoxia,
PIK3R1,NC_045543.1,116832319,116832319,116832319,1,0.4647,0.4984,0.5144,0.035,hypoxia,
PIK3R2,NC_045541.1,165620512,165620512,165620512,1,0.4039,0.4303,0.4163,-9e-04,hypoxia,
PIK3R2,NC_045541.1,165618486,165618486,165618486,1,0.0291,0.0186,0.0238,-0.0016,hypoxia,
PIK3R5,NC_045542.1,62952818,62952818,62952818,1,0.4341,0.3989,0.4163,-2e-04,IILS,
PIK3R5,NC_045542.1,62950376,62950376,62950376,1,0.0383,0.063,0.0506,-0.001,IILS,
PIK3R5,NC_045542.1,62952660,62952660,62952660,1,0.0097,0.0717,0.0415,0.0093,IILS,
PIK3R5,NC_045542.1,62952601,62952601,62952601,1,0.4304,0.4013,0.4151,-7e-04,IILS,
PIK3R6,NC_045542.1,62997859,62997859,62997859,1,0.489,0.4775,0.4818,-0.0014,IILS,
PIK3R6,NC_045542.1,62997791,62997791,62997791,1,0.075,0.1054,0.0901,-0.001,IILS,
PLA2G4A,NC_045551.1,3625191,3625191,3625191,1,0.4623,0.4987,0.4878,0.0075,oxidative_stress,
PLA2G4A,NC_045551.1,3626710,3626710,3626710,1,0.4189,0.3473,0.3867,0.0048,oxidative_stress,
PLA2G4A,NC_045551.1,3644394,3644394,3644394,1,0.3647,0.247,0.3134,0.0161,oxidative_stress,
PLA2G4A,NC_045551.1,3626704,3626704,3626704,1,0.4189,0.3473,0.3867,0.0048,oxidative_stress,
PLA2G4A,NC_045551.1,3648975,3648975,3648975,1,0.1025,0.092,0.0968,-0.0014,oxidative_stress,
PLA2G4A,NC_045551.1,3626698,3626698,3626698,1,0.3817,0.3226,0.3534,0.0018,oxidative_stress,
PMEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,color,
PODN,NC_045545.1,33443929,33443929,33443929,1,0.0755,0.056,0.0656,-0.002,random,
PODN,NC_045545.1,33459163,33459163,33459163,1,0.139,0.068,0.1046,0.003,random,
POMC,NA,NA,NA,NA,NA,NA,NA,NA,NA,color,
PPARA,NC_045547.1,73986977,73986977,73986977,1,0.0629,0.248,0.1668,0.0646,stress,
PPARA,NC_045547.1,74008442,74008442,74008442,1,0.0346,0.1546,0.0986,0.0185,stress,
PPARD,NC_045545.1,50389949,50389949,50389949,1,0.1615,0.2003,0.18,0.0036,stress,
PPM1D,NC_045544.1,137212584,137212584,137212584,1,0.4629,0.4548,0.4556,-0.004,p53,
PPM1D,NC_045544.1,137212699,137212699,137212699,1,0.2235,0.2227,0.2215,-0.0038,p53,
PPM1D,NC_045544.1,137227489,137227489,137227489,1,0.4154,0.2766,0.3593,0.0077,p53,
PPM1D,NC_045544.1,137227502,137227502,137227502,1,0.4621,0.4728,0.462,-0.0053,p53,
PPM1D,NC_045544.1,137212671,137212671,137212671,1,0.4662,0.456,0.458,-0.0042,p53,
PRDX1,NA,NA,NA,NA,NA,NA,NA,NA,NA,stress,antioxidant
PRDX2,NC_045542.1,67338907,67338907,67338907,1,0.1103,0.0093,0.0624,0.0263,stress,antioxidant
PRDX3,NC_045550.1,10982966,10982966,10982966,1,0.0526,0.0575,0.0546,-8e-04,stress,antioxidant
PRDX3,NC_045550.1,10982983,10982983,10982983,1,0.4494,0.451,0.4472,-0.0032,stress,antioxidant
PRDX3,NC_045550.1,10982944,10982944,10982944,1,0.4484,0.4684,0.4559,-0.0013,stress,antioxidant
PRDX3,NC_045550.1,10983718,10983718,10983718,1,0.0297,0,0.015,0.049,stress,antioxidant
PRDX4,NA,NA,NA,NA,NA,NA,NA,NA,NA,stress,antioxidant
PRDX5,NW_022473598.1,5543,5543,5543,1,0.5152,0.4839,0.5,0.0022,stress,antioxidant
PRDX6,NC_045551.1,12002316,12002316,12002316,1,0.205,0.0474,0.134,0.0279,stress,antioxidant
PRKDC,NC_045548.1,36350340,36350340,36350340,1,0.0172,0.1071,0.064,0.0639,random,
PRKDC,NC_045548.1,36360290,36360290,36360290,1,0.0568,0.0365,0.0466,-9e-04,random,
PRKDC,NC_045548.1,36297737,36297737,36297737,1,0.1058,0.177,0.1421,0.021,random,
PRKDC,NC_045548.1,36310629,36310629,36310629,1,0.4629,0.46,0.4581,-0.0038,random,
PRKDC,NC_045548.1,36310699,36310699,36310699,1,0.0367,0.1431,0.0926,0.0514,random,
PRKDC,NC_045548.1,36296293,36296293,36296293,1,0.303,0.2759,0.2868,-0.0019,random,
PRKDC,NC_045548.1,36345355,36345355,36345355,1,0.1023,0.0714,0.0864,-0.0156,random,
PRKDC,NC_045548.1,36413531,36413531,36413531,1,0.2956,0.2432,0.2696,0.001,random,
PRKDC,NC_045548.1,36414054,36414054,36414054,1,0.0591,0.0471,0.0529,-0.0021,random,
PRKDC,NC_045548.1,36333780,36333780,36333780,1,0.0793,0.0272,0.0536,-0.0298,random,
PRKDC,NC_045548.1,36369042,36369042,36369042,1,0.1266,0.0176,0.0752,0.0332,random,
PRKDC,NC_045548.1,36369954,36369954,36369954,1,0.2917,0.2451,0.2683,3e-04,random,
PRKDC,NC_045548.1,36370742,36370742,36370742,1,0.0937,0.0275,0.0615,0.0058,random,
PRKDC,NC_045548.1,36364839,36364839,36364839,1,0.0383,0.0636,0.0509,-0.0021,random,
PRKDC,NC_045548.1,36374510,36374510,36374510,1,0,0.0369,0.0187,0.0061,random,
PRKDC,NC_045548.1,36379763,36379763,36379763,1,0.066,0.0365,0.0512,3e-04,random,
PRKDC,NC_045548.1,36380534,36380534,36380534,1,0.0181,0.0431,0.0306,-0.0023,random,
PRKDC,NC_045548.1,36380689,36380689,36380689,1,0.2489,0.0614,0.1673,0.0419,random,
PRKDC,NC_045548.1,36399432,36399432,36399432,1,0.0764,0.075,0.0754,-0.0023,random,
PRKDC,NC_045548.1,36411215,36411215,36411215,1,0.0383,0.1457,0.0951,0.0157,random,
PRKDC,NC_045548.1,36372765,36372765,36372765,1,0.0365,0.1461,0.0945,0.0185,random,
PRKG2,NC_045549.1,10040661,10040661,10040661,1,0.0383,0,0.0194,0.018,random,
PRKG2,NC_045549.1,10040716,10040716,10040716,1,0.393,0.4401,0.4179,0.001,random,
PRKG2,NC_045549.1,10040737,10040737,10040737,1,0.3719,0.2934,0.3356,0.0046,random,
PRKG2,NC_045549.1,10113089,10113089,10113089,1,0.4347,0.4892,0.47,0.0072,random,
PRKG2,NC_045549.1,10039567,10039567,10039567,1,0,0.0681,0.0349,-0.094,random,
PSAT1,NA,NA,NA,NA,NA,NA,NA,NA,NA,random,
PTEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,IILS,
PXDN,NC_045543.1,748613,748613,748613,1,0.0291,0.0624,0.0459,0.004,stress,antioxidant
PXDN,NC_045543.1,752725,752725,752725,1,0.498,0.4465,0.5156,0.0444,stress,antioxidant
PXDN,NC_045543.1,739004,739004,739004,1,0.0717,0.0176,0.0452,0.008,stress,antioxidant
PXDN,NC_045543.1,738284,738284,738284,1,0.1357,0.1688,0.1519,-0.0012,stress,antioxidant
PXDN,NC_045543.1,797823,797823,797823,1,0.0727,0.0455,0.0581,0.0206,stress,antioxidant
PXDN,NC_045543.1,726481,726481,726481,1,0.4698,0.5008,0.4929,0.0077,stress,antioxidant
PXDN,NC_045543.1,761497,761497,761497,1,0.075,0.0093,0.0431,0.0124,stress,antioxidant
PXDN,NC_045543.1,752775,752775,752775,1,0.0383,0.0971,0.0684,0.0045,stress,antioxidant
PXMP2,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxidative_stress,
PYROXD1,NC_045547.1,10390593,10390593,10390593,1,0.4208,0.4095,0.4119,-0.0038,oxidative_stress,
PYROXD1,NC_045547.1,10389384,10389384,10389384,1,0.2877,0.2668,0.2757,8e-04,oxidative_stress,
PYROXD1,NC_045547.1,10383439,10383439,10383439,1,0.2198,0.2497,0.2341,-0.0012,oxidative_stress,
PYROXD1,NC_045547.1,10385425,10385425,10385425,1,0.4411,0.4886,0.4711,0.0069,oxidative_stress,
PYROXD1,NC_045547.1,10389324,10389324,10389324,1,0.0248,0.0319,0.0282,0.0036,oxidative_stress,
PYROXD1,NC_045547.1,10388253,10388253,10388253,1,0.0255,0.0551,0.0403,-0.0274,oxidative_stress,
PYROXD1,NC_045547.1,10395680,10395680,10395680,1,0.3192,0.2706,0.2949,0,oxidative_stress,
PYROXD1,NC_045547.1,10385484,10385484,10385484,1,0.4509,0.4913,0.4763,0.0054,oxidative_stress,
PYROXD1,NC_045547.1,10394440,10394440,10394440,1,0.2697,0.1661,0.2215,0.0079,oxidative_stress,
PYROXD1,NC_045547.1,10390638,10390638,10390638,1,0.497,0.5021,0.5009,0.0014,oxidative_stress,
PYROXD2,NC_045550.1,25925545,25925545,25925545,1,0.3524,0.5016,0.5096,0.0883,oxidative_stress,
PYROXD2,NC_045550.1,25921051,25921051,25921051,1,0.3537,0.5015,0.5091,0.0864,oxidative_stress,
PYROXD2,NC_045550.1,25923104,25923104,25923104,1,0.0176,0.0652,0.0419,0.0058,oxidative_stress,
PYROXD2,NC_045550.1,25926563,25926563,25926563,1,0.3483,0.1415,0.2654,0.0402,oxidative_stress,
RAB3IP,NC_045547.1,47768277,47768277,47768277,1,0.336,0.4569,0.4137,0.022,random,
RAD51,NA,NA,NA,NA,NA,NA,NA,NA,NA,stress,DNA_repair
RAD51B,NA,NA,NA,NA,NA,NA,NA,NA,NA,stress,DNA_repair
RAD51C,NC_045544.1,137979401,137979401,137979401,1,0.4994,0.4959,0.4956,-0.0021,stress,DNA_repair
RAD51C,NC_045544.1,137979443,137979443,137979443,1,0.4994,0.4959,0.4956,-0.002,stress,DNA_repair
RAD51C,NC_045544.1,137983969,137983969,137983969,1,0.02,0.0238,0.0217,-0.0153,stress,DNA_repair
RAD51C,NC_045544.1,137968438,137968438,137968438,1,0.066,0.0895,0.0775,-0.0022,stress,DNA_repair
RAD51C,NC_045544.1,138015222,138015222,138015222,1,0.5019,0.5019,0.5004,-0.0015,stress,DNA_repair
RAD54B,NC_045548.1,53668500,53668500,53668500,1,0.1229,0.309,0.2304,0.024,stress,DNA_repair
RAD54B,NC_045548.1,53668507,53668507,53668507,1,0.1218,0.3112,0.2316,0.0213,stress,DNA_repair
RAD54B,NC_045548.1,53668653,53668653,53668653,1,0.1355,0.3061,0.233,0.0209,stress,DNA_repair
RAD54B,NC_045548.1,53672176,53672176,53672176,1,0.1199,0.309,0.2293,0.0348,stress,DNA_repair
RAD54B,NC_045548.1,53660232,53660232,53660232,1,0.1207,0.304,0.2262,0.0286,stress,DNA_repair
RAD54B,NC_045548.1,53660258,53660258,53660258,1,0.379,0.4212,0.4005,-1e-04,stress,DNA_repair
RAD54B,NC_045548.1,53660338,53660338,53660338,1,0.4624,0.4997,0.5101,0.0287,stress,DNA_repair
RAD54B,NC_045548.1,53660342,53660342,53660342,1,0.1207,0.3061,0.2276,0.0275,stress,DNA_repair
RAD54B,NC_045548.1,53664004,53664004,53664004,1,0.1103,0.309,0.226,0.0366,stress,DNA_repair
RAD54B,NC_045548.1,53666684,53666684,53666684,1,0.0396,0,0.02,0.0877,stress,DNA_repair
RAD54B,NC_045548.1,53668476,53668476,53668476,1,0.1103,0.309,0.226,0.0366,stress,DNA_repair
RAD54B,NC_045548.1,53668495,53668495,53668495,1,0.1239,0.309,0.2308,0.0256,stress,DNA_repair
RAD54B,NC_045548.1,53672157,53672157,53672157,1,0,0.0275,0.0139,0.0129,stress,DNA_repair
RAD54B,NC_045548.1,53659523,53659523,53659523,1,0.1147,0.1064,0.11,-0.0013,stress,DNA_repair
RAD54B,NC_045548.1,53660321,53660321,53660321,1,0.0383,0,0.0194,0.0087,stress,DNA_repair
RAF1,NC_045542.1,109477904,109477904,109477904,1,0.0938,0.2149,0.159,0.0167,IILS,
RASA1,NC_045543.1,109222717,109222717,109222717,1,0.0568,0.0093,0.0335,0.0075,IILS,
RASA1,NC_045543.1,109238293,109238293,109238293,1,0.0294,0,0.0149,0.0058,IILS,
RBM15B,NC_045542.1,103732245,103732245,103732245,1,0.0305,0,0.0154,-0.0533,reproduction,
RBM15B,NC_045542.1,103733924,103733924,103733924,1,0.203,0.1604,0.1816,-3e-04,reproduction,
RBM15B,NC_045542.1,103734135,103734135,103734135,1,0.101,0.125,0.1127,-8e-04,reproduction,
RBMX,NA,NA,NA,NA,NA,NA,NA,NA,NA,reproduction,Sex_determination_linked
RFX5,NC_045557.1,1896105,1896105,1896105,1,0.0603,0.1364,0.0997,0.0024,random,
RFX5,NC_045557.1,1896039,1896039,1896039,1,0.4382,0.4211,0.4283,-0.0016,random,
RFX5,NC_045557.1,1895461,1895461,1895461,1,0.3897,0.4413,0.4163,0.0044,random,
RFX5,NC_045557.1,1895462,1895462,1895462,1,0.4852,0.5001,0.4923,7e-04,random,
RFX5,NC_045557.1,1895832,1895832,1895832,1,0.4704,0.4827,0.467,-0.009,random,
RFX5,NC_045557.1,1896013,1896013,1896013,1,0.0258,0.012,0.0189,-0.0066,random,
RFX5,NC_045557.1,1896229,1896229,1896229,1,0.0603,0.1404,0.1019,0.0081,random,
RFX5,NC_045557.1,1896288,1896288,1896288,1,0.0603,0.1415,0.1025,0.0067,random,
RFX5,NC_045557.1,1896157,1896157,1896157,1,0.0519,0.09,0.0711,-0.0012,random,
RFX5,NC_045557.1,1896215,1896215,1896215,1,0.0469,0.0135,0.0302,-0.031,random,
RFX5,NC_045557.1,1896355,1896355,1896355,1,0.4895,0.4978,0.4926,-0.0011,random,
RFX5,NC_045557.1,1896661,1896661,1896661,1,0.487,0.4946,0.4893,-0.0016,random,
RHEB,NC_045558.1,9011261,9011261,9011261,1,NA,NA,NA,NA,IILS,MTOR
RIT1,NC_045557.1,5410798,5410798,5410798,1,0.498,0.4384,0.5193,0.0478,PI3K,
RIT1,NC_045557.1,5415868,5415868,5415868,1,0.3046,0.2637,0.2829,-0.0053,PI3K,
RIT1,NC_045557.1,5415861,5415861,5415861,1,0.4662,0.4693,0.5356,0.0674,PI3K,
RNH1,NA,NA,NA,NA,NA,NA,NA,NA,NA,random,
RORC,NC_045557.1,3751383,3751383,3751383,1,0.2086,0.2267,0.2168,-0.0019,hypoxia,
RORC,NC_045557.1,3753759,3753759,3753759,1,0.1294,0.0648,0.0979,-0.0062,hypoxia,
RORC,NC_045557.1,3749688,3749688,3749688,1,0.1853,0.3606,0.2891,0.0292,hypoxia,
RORC,NC_045557.1,3749701,3749701,3749701,1,0.5022,0.4255,0.4963,0.0348,hypoxia,
RORC,NC_045557.1,3749737,3749737,3749737,1,0.4401,0.2348,0.3716,0.0517,hypoxia,
RORC,NC_045557.1,3749763,3749763,3749763,1,0.2322,0.0872,0.1667,0.0223,hypoxia,
RORC,NC_045557.1,3750899,3750899,3750899,1,0.2308,0.2489,0.2389,-0.0021,hypoxia,
RORC,NC_045557.1,3755083,3755083,3755083,1,0.1762,0.2267,0.2015,1e-04,hypoxia,
RORC,NC_045557.1,3755096,3755096,3755096,1,0.1762,0.2335,0.2053,9e-04,hypoxia,
RORC,NC_045557.1,3755097,3755097,3755097,1,0.0642,0.0355,0.0498,4e-04,hypoxia,
RORC,NC_045557.1,3755055,3755055,3755055,1,0.1762,0.2335,0.2053,9e-04,hypoxia,
RORC,NC_045557.1,3755175,3755175,3755175,1,0.2024,0.2282,0.2146,-0.0028,hypoxia,
RORC,NC_045557.1,3756388,3756388,3756388,1,0.2242,0.2085,0.2146,-0.0059,hypoxia,
RORC,NC_045557.1,3755157,3755157,3755157,1,0.1984,0.2264,0.2118,-0.0019,hypoxia,
RPS6KA1,NC_045552.1,18526717,18526717,18526717,1,0,0.0713,0.0369,0.0289,IILS,
RPS6KA1,NC_045552.1,18535901,18535901,18535901,1,0.0928,0.2354,0.1709,0.0177,IILS,
RPS6KA3,NC_045551.1,19188461,19188461,19188461,1,0.3352,0.2111,0.2803,0.0134,IILS,
RPS6KA4,NW_022473598.1,78361,78361,78361,1,0.02,0.1108,0.067,-0.0598,IILS,
RPS6KA4,NW_022473598.1,82648,82648,82648,1,0.3032,0.2637,0.2818,1e-04,IILS,
RPS6KA4,NW_022473598.1,73322,73322,73322,1,0.4063,0.4209,0.4102,-0.0054,IILS,
RPS6KA4,NW_022473598.1,82695,82695,82695,1,NA,NA,NA,NA,IILS,
RPS6KA4,NW_022473598.1,90833,90833,90833,1,NA,NA,NA,NA,IILS,
RPS6KA5,NC_045541.1,139973304,139973304,139973304,1,0.0374,0,0.0189,-0.0799,IILS,
RPS6KA5,NC_045541.1,139964556,139964556,139964556,1,0.0476,0,0.0243,0.0112,IILS,
RPS6KA5,NC_045541.1,139976933,139976933,139976933,1,0.0476,0,0.0243,0.0112,IILS,
RPS6KA6,NC_045552.1,44492743,44492743,44492743,1,0.071,0.1877,0.1334,0.016,IILS,
RPS6KB1,NC_045544.1,135648496,135648496,135648496,1,0.1064,0.1027,0.1041,-0.0022,IILS,
RPS6KB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,IILS,
RPTOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,IILS,MTOR
RRM2B,NA,NA,NA,NA,NA,NA,NA,NA,NA,p53,
RUVBL1,NA,NA,NA,NA,NA,NA,NA,NA,NA,random,
SDHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxphos,ETC complex ii
SDHB,NC_045555.1,7599879,7599879,7599879,1,0.3379,0.2958,0.316,-0.0023,oxphos,ETC complex ii
SDHB,NC_045555.1,7599596,7599596,7599596,1,0.2763,0.2637,0.268,-0.0056,oxphos,ETC complex ii
SDHB,NC_045555.1,7599622,7599622,7599622,1,0.3158,0.2869,0.2991,-0.0089,oxphos,ETC complex ii
SDHD,NC_045553.1,48082606,48082606,48082606,1,0.5003,0.4937,0.5039,0.0068,oxphos,ETC complex ii
SDHD,NC_045553.1,48077575,48077575,48077575,1,0.1522,0.0895,0.1215,0.0044,oxphos,ETC complex ii
SDHD,NC_045553.1,48077603,48077603,48077603,1,0.466,0.4932,0.518,0.0388,oxphos,ETC complex ii
SDHD,NC_045553.1,48077612,48077612,48077612,1,0.478,0.411,0.4531,0.0095,oxphos,ETC complex ii
SDHD,NC_045553.1,48080392,48080392,48080392,1,0.2857,0.3814,0.3388,0.0084,oxphos,ETC complex ii
SDHD,NC_045553.1,48080398,48080398,48080398,1,0.1597,0.2254,0.1933,0.0056,oxphos,ETC complex ii
SIRT1,NC_045555.1,21500493,21500493,21500493,1,0.0342,0,0.0172,-0.0209,IILS,MTOR
SIRT1,NC_045555.1,21500437,21500437,21500437,1,0.4855,0.4902,0.5163,0.0285,IILS,MTOR
SIRT1,NC_045555.1,21500439,21500439,21500439,1,0.4255,0.3739,0.3992,-0.0014,IILS,MTOR
SIRT1,NC_045555.1,21500442,21500442,21500442,1,0.4209,0.3651,0.393,-0.0014,IILS,MTOR
SIRT1,NC_045555.1,21500338,21500338,21500338,1,0.1831,0.2081,0.1923,-0.0148,IILS,MTOR
SIRT1,NC_045555.1,21500343,21500343,21500343,1,0.4012,0.487,0.4523,0.0119,IILS,MTOR
SIRT1,NC_045555.1,21500349,21500349,21500349,1,0.1187,0.1513,0.1337,-0.0033,IILS,MTOR
SIRT1,NC_045555.1,21500407,21500407,21500407,1,0.2801,0.2364,0.2571,5e-04,IILS,MTOR
SIRT1,NC_045555.1,21507414,21507414,21507414,1,0.2313,0.3909,0.3272,0.0253,IILS,MTOR
SIRT1,NC_045555.1,21500694,21500694,21500694,1,0.2668,0.3108,0.288,-2e-04,IILS,MTOR
SIRT1,NC_045555.1,21500737,21500737,21500737,1,0.4406,0.4044,0.4214,-0.0054,IILS,MTOR
SIRT2,NC_045552.1,2112450,2112450,2112450,1,0.4583,0.4463,0.4507,-0.0018,IILS,MTOR
SIRT2,NC_045552.1,2115129,2115129,2115129,1,0,0.0461,0.0234,0.0543,IILS,MTOR
SIRT2,NC_045552.1,2116598,2116598,2116598,1,0.0085,0.0713,0.0408,0.008,IILS,MTOR
SIRT2,NC_045552.1,2116608,2116608,2116608,1,0.0085,0.0858,0.0486,0.015,IILS,MTOR
SIRT3,NC_045541.1,72506088,72506088,72506088,1,0.0173,0.025,0.0211,-0.0032,IILS,MTOR
SIRT4,NC_045553.1,16209712,16209712,16209712,1,0.1245,0.0815,0.1031,0.0013,IILS,MTOR
SIRT5,NC_045548.1,10939692,10939692,10939692,1,0.0349,0.0169,0.0259,6e-04,IILS,MTOR
SIRT5,NC_045548.1,10932901,10932901,10932901,1,0.3343,0.1321,0.2517,0.0408,IILS,MTOR
SIRT6,NC_045541.1,180418071,180418071,180418071,1,0.0775,0.1045,0.0908,-8e-04,IILS,MTOR
SIRT6,NC_045541.1,180397677,180397677,180397677,1,0.4594,0.5008,0.4926,0.0127,IILS,MTOR
SIRT6,NC_045541.1,180418092,180418092,180418092,1,0.085,0.1045,0.0945,-0.0019,IILS,MTOR
SIRT6,NC_045541.1,180403481,180403481,180403481,1,0.075,0.0369,0.0561,0.0032,IILS,MTOR
SIRT6,NC_045541.1,180408490,180408490,180408490,1,0.1485,0.2954,0.2305,0.0356,IILS,MTOR
SIRT7,NC_045542.1,49142071,49142071,49142071,1,0.0481,0.063,0.0553,-0.0013,IILS,MTOR
SIRT7,NC_045542.1,49159756,49159756,49159756,1,0.3933,0.2536,0.336,0.0194,IILS,MTOR
SIRT7,NC_045542.1,49161233,49161233,49161233,1,0.0288,0,0.0146,0.0061,IILS,MTOR
SLC20A1,NC_045553.1,20285031,20285031,20285031,1,0.2502,0.3068,0.2782,0.0045,random,
SLC20A1,NC_045553.1,20292216,20292216,20292216,1,0.0396,0,0.02,0.0877,random,
SLC25A28,NC_045550.1,26259961,26259961,26259961,1,0.144,0.0717,0.109,0.0057,oxphos,
SLC25A37,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxphos,
SLC6A12,NC_045547.1,17186463,17186463,17186463,1,0.125,0.1255,0.1247,-0.0023,behavior,
SLC6A12,NC_045547.1,17196073,17196073,17196073,1,0.0467,0.0946,0.071,0.0034,behavior,
SLC6A12,NC_045547.1,17186424,17186424,17186424,1,0.0476,0.0093,0.0287,0.0052,behavior,
SLC6A12,NC_045547.1,17196137,17196137,17196137,1,0.5008,0.4521,0.5086,0.0331,behavior,
SLC6A12,NC_045547.1,17147075,17147075,17147075,1,0.4723,0.4988,0.4897,0.0042,behavior,
SMAD6,NC_045556.1,22974207,22974207,22974207,1,0.0603,0.0954,0.0779,0.0014,stress,
SMAD6,NC_045556.1,22934503,22934503,22934503,1,0.0383,0.0184,0.0283,-2e-04,stress,
SMAD7,NA,NA,NA,NA,NA,NA,NA,NA,NA,stress,
SMG6,NC_045544.1,142315716,142315716,142315716,1,0,0.1117,0.0591,0.0569,random,
SMG6,NC_045544.1,142315888,142315888,142315888,1,0.0892,0.0845,0.0864,-0.0029,random,
SMG6,NC_045544.1,142314549,142314549,142314549,1,0.4944,0.3791,0.4583,-7e-04,random,
SMG6,NC_045544.1,142314625,142314625,142314625,1,0.2218,0.0652,0.15,-0.0256,random,
SMG6,NC_045544.1,142314896,142314896,142314896,1,0.1787,0.097,0.139,-0.02,random,
SMG6,NC_045544.1,142314955,142314955,142314955,1,0.1871,0.0874,0.1395,-0.0064,random,
SMG6,NC_045544.1,142315181,142315181,142315181,1,0.4106,0.3288,0.3731,-0.0055,random,
SMG6,NC_045544.1,142315294,142315294,142315294,1,0.028,0.0123,0.0201,-0.0182,random,
SMG6,NC_045544.1,142315338,142315338,142315338,1,0.4822,0.4661,0.4722,-0.0029,random,
SMG6,NC_045544.1,142315524,142315524,142315524,1,0.2594,0.1793,0.221,0.0044,random,
SMG6,NC_045544.1,142315551,142315551,142315551,1,0.2475,0.2556,0.2502,-0.0022,random,
SMG6,NC_045544.1,142317563,142317563,142317563,1,0.132,0.1372,0.1339,-0.0022,random,
SMG6,NC_045544.1,142319879,142319879,142319879,1,0.0754,0.1462,0.1118,0.0288,random,
SMG6,NC_045544.1,142315935,142315935,142315935,1,0.118,0,0.0625,0.0018,random,
SMG6,NC_045544.1,142317056,142317056,142317056,1,0.2046,0.236,0.2196,0.0026,random,
SMG6,NC_045544.1,142320010,142320010,142320010,1,0.032,0.0268,0.0292,-0.0093,random,
SMG6,NC_045544.1,142338033,142338033,142338033,1,0.0695,0.0714,0.0699,-0.0031,random,
SMG6,NC_045544.1,142314912,142314912,142314912,1,0.3517,0.4644,0.4232,0.0231,random,
SMG6,NC_045544.1,142320006,142320006,142320006,1,0.1318,0.0718,0.1021,-0.0263,random,
SMG6,NC_045544.1,142319987,142319987,142319987,1,0.0703,0.1245,0.0977,0.0196,random,
SMG6,NC_045544.1,142342402,142342402,142342402,1,0,0.1084,0.0568,0.1216,random,
SMG6,NC_045544.1,142367475,142367475,142367475,1,0.0122,0.0505,0.0316,0.0375,random,
SNRPA1,NA,NA,NA,NA,NA,NA,NA,NA,NA,random,
SOD1,NA,NA,NA,NA,NA,NA,NA,NA,NA,stress,antioxidant
SOD2,NA,NA,NA,NA,NA,NA,NA,NA,NA,oxidative_stress,
SOX10,NA,NA,NA,NA,NA,NA,NA,NA,NA,color,
SOX4,NC_045548.1,12504355,12504355,12504355,1,0.2769,0.2354,0.2558,-0.0015,reproduction,Sex_determination_linked
SOX9,NC_045542.1,42046020,42046020,42046020,1,0.0383,0,0.0194,0.0087,reproduction,Sex_determination_linked
SPATA18,NC_045549.1,67605568,67605568,67605568,1,0.4507,0.4661,0.4569,-0.0019,reproduction,sperm
SPATA18,NC_045549.1,67607785,67607785,67607785,1,0.1229,0.0795,0.1013,0.0039,reproduction,sperm
SPATA18,NC_045549.1,67615233,67615233,67615233,1,0.3074,0.3263,0.3145,-0.0025,reproduction,sperm
SPATA20,NC_045542.1,51223907,51223907,51223907,1,0.4984,0.4691,0.5111,0.0276,random,
SPATA20,NC_045542.1,51221714,51221714,51221714,1,0.1188,0.063,0.0914,0.0032,random,
SPATA22,NC_045544.1,139218458,139218458,139218458,1,0.4499,0.4525,0.4491,-0.0024,reproduction,sperm
SPATA22,NC_045544.1,139219088,139219088,139219088,1,0.4228,0.4334,0.4263,-0.0022,reproduction,sperm
SPATA22,NC_045544.1,139215631,139215631,139215631,1,0.5007,0.5019,0.5008,-5e-04,reproduction,sperm
SPATA22,NC_045544.1,139214880,139214880,139214880,1,0.1382,0.0997,0.1189,4e-04,reproduction,sperm
SPATA22,NC_045544.1,139211861,139211861,139211861,1,0.5031,0.5038,0.5004,-0.0029,reproduction,sperm
SPATA22,NC_045544.1,139219112,139219112,139219112,1,0.502,0.5019,0.5004,-0.0016,reproduction,sperm
SV2A,NA,NA,NA,NA,NA,NA,NA,NA,NA,random,transcriptome_FastEvolving
SYCP2,NA,NA,NA,NA,NA,NA,NA,NA,NA,reproduction,sperm
TBX18,NA,NA,NA,NA,NA,NA,NA,NA,NA,random,
TERT,NC_045546.1,77561327,77561327,77561327,1,0.0348,0.0137,0.0242,-0.0471,stress,DNA_repair
TERT,NC_045546.1,77555186,77555186,77555186,1,0.0354,0.0152,0.0252,-0.026,stress,DNA_repair
TEX261,NA,NA,NA,NA,NA,NA,NA,NA,NA,reproduction,sperm
TMEM184A,NC_045554.1,2373202,2373202,2373202,1,0.2137,0.1452,0.1797,-0.011,random,
TMEM184A,NC_045554.1,2359547,2359547,2359547,1,0.3676,0.4651,0.4296,0.0139,random,
TMEM184A,NC_045554.1,2359504,2359504,2359504,1,0.3912,0.4727,0.4428,0.0124,random,
TMEM184A,NC_045554.1,2360055,2360055,2360055,1,0.4983,0.4879,0.5074,0.0143,random,
